B.201	0	16939731	0
B.201	0	10972147	0
B.201	0	10972145	0
B.201	0	10972144	0
B.201	0	7354656	0
B.201	0	7354647	0
B.201	0	814660	0
B.201	0	22301110	0
B.201	0	13181672	0
B.201	0	14922365	0
B.201	0	24164030	0
B.201	0	21727608	0
B.201	0	15870116	0
B.201	0	13613833	0
B.201	0	10974341	0
B.201	0	7170174	0
B.201	0	7265590	0
B.201	0	143840	0
B.201	0	10193056	0
B.201	0	769842	0
B.201	0	3170332	0
B.201	0	1625561	0
B.201	0	591790	0
B.201	0	8156742	0
B.201	0	3057184	0
B.201	0	4910270	0
B.201	0	4910272	0
B.201	0	11834124	0
B.201	0	12037454	0
B.201	0	792558	0
B.201	0	792559	0
B.201	0	6266261	0
B.201	0	6266262	0
B.201	0	17675447	0
B.201	0	14946043	0
B.201	0	1045278	0
B.201	0	1045287	0
B.201	0	4816624	0
B.201	0	13301479	0
B.201	0	3343081	0
B.201	0	18833867	0
B.201	0	26202525	0
B.201	0	9727987	0
B.201	0	839831	0
B.201	0	839844	0
B.201	0	10003799	0
B.201	0	9025220	0
B.201	0	25971774	0
B.201	0	9200271	0
B.201	0	16832458	0
B.201	0	2162337	0
B.201	0	10888091	0
B.201	0	24361006	0
B.201	0	10275551	0
B.201	0	10275559	0
B.201	0	2053945	0
B.201	0	20410215	0
B.201	0	24974506	0
B.201	0	24974508	0
B.201	0	6605490	0
B.201	0	13527409	0
B.201	0	306099	0
B.201	0	6017476	0
B.201	0	2798120	0
B.201	0	17914651	0
B.201	0	645550	0
B.201	0	2756026	0
B.201	0	14729400	0
B.201	0	13327814	0
B.201	0	3942449	0
B.201	0	21135026	0
B.201	0	4189647	0
B.201	0	1451442	0
B.201	0	20643363	0
B.201	0	24150298	0
B.201	0	4346296	0
B.201	0	6733784	0
B.201	0	26954704	0
B.201	0	23528160	0
B.201	0	23528165	0
B.201	0	4921011	0
B.201	0	5364072	0
B.201	0	16182912	0
B.201	0	6125558	0
B.201	0	411251	0
B.201	0	25183074	0
B.201	0	11323422	0
B.201	0	4282508	0
B.201	0	23287067	0
B.201	0	13223301	0
B.201	0	13726512	0
B.201	0	10776696	0
B.201	0	2724587	0
B.201	0	160827	0
B.201	0	24754227	0
B.201	0	10662228	0
B.201	0	22579706	0
B.201	0	20915729	0
B.201	0	23287079	0
B.201	0	2043512	0
B.201	0	13223312	0
B.201	0	19270790	0
B.201	0	12202631	0
B.201	0	12202603	0
B.201	0	27900580	0
B.201	0	17208702	0
B.201	0	8947933	0
B.201	0	20521082	0
B.201	0	17187658	0
B.201	0	19173028	0
B.201	0	12471135	0
B.201	0	11548972	0
B.201	0	3554926	0
B.201	0	17954367	0
B.201	0	15301811	0
B.201	0	2186641	0
B.201	0	23379707	0
B.201	0	15377907	0
B.201	0	21167205	0
B.201	0	5117340	0
B.201	0	25142242	0
B.201	0	1257724	0
B.201	0	470898	0
B.201	0	3052204	0
B.201	0	56592	0
B.201	0	470994	0
B.201	0	470895	0
B.201	0	471008	0
B.201	0	470950	0
B.201	0	31146	0
B.201	0	274534	0
B.201	0	5258424	0
B.201	0	18885744	0
B.201	0	3075083	0
B.201	0	3519505	0
B.201	0	7914087	0
B.201	0	4150667	0
B.201	0	4162177	3
B.201	0	21042910	3
B.201	0	2693734	3
B.201	0	9587429	3
B.201	0	9081996	3
B.201	0	9084052	3
B.201	0	3595583	3
B.201	0	25005669	3
B.201	0	2737891	3
B.201	0	8797840	2
B.201	0	18641270	3
B.201	0	19377516	3
B.201	0	10614430	3
B.201	0	11901267	3
B.201	0	21978835	3
B.201	0	14682760	3
B.201	0	6803	3
B.201	0	18130159	3
B.201	0	14702645	3
B.201	0	8739183	3
B.201	0	8598213	3
B.201	0	2997033	3
B.201	0	28074854	3
B.201	0	27901159	3
B.201	0	18473873	3
B.201	0	23302893	3
B.201	0	7568483	3
B.201	0	13774875	3
B.201	0	379761	3
B.201	0	13082483	3
B.201	0	10328497	3
B.201	0	11283269	3
B.201	0	18502886	1
B.201	0	7381188	2
B.201	0	23398034	0
B.201	0	18428995	0
B.201	0	22000385	3
B.201	0	12363520	3
B.201	0	23831922	3
B.201	0	1079488	3
B.201	0	14769895	3
B.201	0	13278447	3
B.201	0	447630	3
B.201	0	814371	1
B.201	0	16237276	3
B.201	0	8079655	3
B.201	0	23766042	3
B.201	0	9996045	3
B.201	0	27111638	3
B.201	0	27064859	3
B.201	0	12451218	3
B.201	0	24511857	0
B.201	0	14378423	1
B.201	0	21526998	1
B.201	0	14378424	1
B.201	0	14378422	1
B.201	0	14291482	0
B.201	0	4779392	0
B.201	0	1019450	0
B.201	0	9296498	1
B.201	0	3662755	0
B.201	0	9052574	2
B.201	0	20142159	2
B.201	0	242089	2
B.201	0	24110409	1
B.201	0	15168330	1
B.201	0	7948241	2
B.201	0	67994	2
B.201	0	10349357	0
B.201	0	5765171	1
B.201	0	1697484	1
B.201	0	20615678	0
B.201	0	2525782	0
B.201	0	24442685	0
B.201	0	13897065	0
B.201	0	8928311	1
B.201	0	12303711	0
B.201	0	8496861	3
B.201	0	22655518	2
B.201	0	27982246	2
B.201	0	21858387	1
B.201	0	19339667	3
B.201	0	7201228	2
B.201	0	6050622	1
B.201	0	7799781	2
B.201	0	15542226	2
B.201	0	17101374	3
B.201	0	17059909	2
B.201	0	13247382	1
B.201	0	12899382	2
B.201	0	12730812	2
B.201	0	1998650	2
B.201	0	3525370	2
B.201	0	10022359	2
B.201	0	11058229	2
B.201	0	11970678	2
B.201	0	3943345	0
B.201	0	6817448	2
B.201	0	6817479	2
B.201	0	16711090	2
B.201	0	17788393	2
B.201	0	15384719	0
B.201	0	2169615	1
B.201	0	17888700	1
B.201	0	6050612	0
B.201	0	7970088	0
B.201	0	15521749	1
B.201	0	15521793	1
B.201	0	15531425	2
B.201	0	18647312	2
B.201	0	17933435	2
B.201	0	13737532	0
B.201	0	8256391	2
B.201	0	20311412	2
B.201	0	8256373	2
B.201	0	20736178	0
B.201	0	26903953	1
B.201	0	26903980	1
B.201	0	26903947	1
B.201	0	4072683	2
B.201	0	28035864	2
B.201	0	13249281	2
B.201	0	23984874	2
B.201	0	9416374	2
B.201	0	12401845	2
B.201	0	18950632	2
B.201	0	16100235	2
B.201	0	15294407	2
B.201	0	3665613	2
B.201	0	15280227	2
B.201	0	8716889	2
B.201	0	9524660	2
B.201	0	4852680	2
B.201	0	25126909	2
B.201	0	3835926	2
B.201	0	21704676	2
B.201	0	14444507	1
B.201	0	18048324	2
B.201	0	19482136	2
B.201	0	21573231	2
B.201	0	1535893	2
B.201	0	14723072	2
B.201	0	27642594	2
B.201	0	13927503	2
B.201	0	19915684	2
B.201	0	11089509	2
B.201	0	18451071	2
B.201	0	7048102	2
B.201	0	19675697	2
B.201	0	27214552	2
B.201	0	20480302	2
B.201	0	15505873	2
B.201	0	27333452	2
B.201	0	6083012	2
B.201	0	27283033	2
B.201	0	18937492	2
B.201	0	19078426	2
B.201	0	22491119	2
B.201	0	25874352	2
B.201	0	7333703	2
B.201	0	25857275	1
B.201	0	222988	1
B.201	0	5309148	2
B.202	0	15513901	0
B.202	0	2767422	0
B.202	0	16513126	0
B.202	0	459197	0
B.202	0	15708848	0
B.202	0	27462762	0
B.202	0	21258724	0
B.202	0	4443285	0
B.202	0	10580260	0
B.202	0	16495871	0
B.202	0	12342360	0
B.202	0	206334	0
B.202	0	199048	0
B.202	0	25566366	0
B.202	0	17231732	0
B.202	0	24477730	0
B.202	0	206333	0
B.202	0	19193792	0
B.202	0	18943402	0
B.202	0	12428524	0
B.202	0	26521046	0
B.202	0	19787908	0
B.202	0	1272282	0
B.202	0	2443427	0
B.202	0	11982911	0
B.202	0	3524848	0
B.202	0	15446244	0
B.202	0	27226739	0
B.202	0	10713359	0
B.202	0	3839770	0
B.202	0	10713364	0
B.202	0	11418939	0
B.202	0	8994751	0
B.202	0	2741453	0
B.202	0	8383073	0
B.202	0	7724576	0
B.202	0	10548991	0
B.202	0	13127018	0
B.202	0	680181	0
B.202	0	680183	0
B.202	0	4218488	0
B.202	0	6697132	0
B.202	0	367124	0
B.202	0	21381379	0
B.202	0	28156242	0
B.202	0	7832099	0
B.202	0	10592719	0
B.202	0	18841078	0
B.202	0	2702496	0
B.202	0	5494342	0
B.202	0	10846560	0
B.202	0	6002368	0
B.202	0	4442063	0
B.202	0	27669327	0
B.202	0	17913648	0
B.202	0	18542191	0
B.202	0	14751914	0
B.202	0	705829	0
B.202	0	26633426	0
B.202	0	463133	0
B.202	0	705839	0
B.202	0	26633440	0
B.202	0	21856276	0
B.202	0	13285202	0
B.202	0	22678903	0
B.202	0	10700634	0
B.202	0	17081365	0
B.202	0	13069620	0
B.202	0	25244352	0
B.202	0	19641673	0
B.202	0	7233329	0
B.202	0	3741478	0
B.202	0	3682018	0
B.202	0	25318099	0
B.202	0	22062014	0
B.202	0	1826541	3
B.202	0	14420933	3
B.202	0	22108448	3
B.202	0	26310638	3
B.202	0	22108450	3
B.202	0	15765886	3
B.202	0	1645091	3
B.202	0	15910730	3
B.202	0	26310642	3
B.202	0	9079258	3
B.202	0	9079284	3
B.202	0	15746768	3
B.202	0	10474881	3
B.202	0	10474916	3
B.202	0	1402965	3
B.202	0	12186458	3
B.202	0	5801083	2
B.202	0	4767542	3
B.202	0	330698	3
B.202	0	14503786	3
B.202	0	18007069	3
B.202	0	11562258	3
B.202	0	12342375	0
B.202	0	10474875	0
B.202	0	12972820	0
B.202	0	26189880	3
B.202	0	19636234	3
B.202	0	26778822	3
B.202	0	19622048	3
B.202	0	19622062	3
B.202	0	27932449	3
B.202	0	9079285	3
B.202	0	17247609	3
B.202	0	22675792	3
B.202	0	22675784	3
B.202	0	3870939	3
B.202	0	219618	3
B.202	0	9079259	3
B.202	0	22675783	3
B.202	0	25050489	3
B.202	0	13697539	3
B.202	0	22675791	3
B.202	0	11572020	3
B.202	0	20442873	3
B.202	0	11820966	1
B.202	0	18841085	3
